10,2
37,2
32,2
35,2
5,3
42,3
24,3
9,3
13,3
2,3
22,3
30,3
19,3
47,3
21,4
27,4
12,4
49,4
18,4
36,4
14,5
1,5
6,5
28,5
38,5
34,5
45,5
7,5
3,5
11,5
8,5
4,5
29,6
33,6
41,6
16,6
31,6
43,6
26,6
25,7
46,7
40,7
20,8
17,8
44,8
50,8
23,8
39,10
48,10
15,10
